Tweet Id,text,date,Week,Month,text_clean_textual,text_clean_sentiment
1.39E+18,@VaxHuntersCan Any news for Ottawa on AZ vaccine? For K2G area?,4/21/2021 23:45,Month_04 Week 3,4,news ottawa vaccine area,any news ottawa vaccine area
1.39E+18,"@theprovince The federal government is looking into flights arriving from India due to a massive surge of COVID-19 cases ravaging that country, Canada's top public health doctor said Wednesday as at least one province urged Ottawa to tighten the border. https://t.co/jdkzw2eNYm",4/21/2021 23:44,Month_04 Week 3,4,federal government look flight arrive india due massive surge covid case ravage country canada top public health doctor say wednesday least one province urge ottawa tighten border,federal government look flight arrive india due massive surge case ravage country canada top public health doctor say wednesday least one province urge ottawa tighten border
1.39E+18,"@YoniFreedhoff This statement doesn’t read like a magical fairy take — to the contrary, it emphasizes the high levels of COVID in the community. The MOH just seems to be saying that there aren’t a lot of manufacturing-related outbreaks in Ottawa (which is true, right?).",4/21/2021 23:44,Month_04 Week 3,4,statement doesnt read like magical fairy take contrary emphasizes high level covid community moh seem say arent lot manufacturing related outbreak ottawa true right,statement not_read like magical fairy take contrary emphasizes high level community moh just seem say not_a lot manufacturing_related outbreak ottawa true right
1.39E+18,"even in the playoffs &amp; this season they had a 4/7 chance to make playoffs (4/6 considering Ottawa was almost a lock to miss). Say what you want about the schedule &amp; their recent covid situation, the Canucks are not a team that would be near the playoffs if not for the pandemic.",4/21/2021 23:40,Month_04 Week 3,4,even playoff amp season chance make playoff consider ottawa almost lock miss say schedule amp recent covid situation canuck team near playoff pandemic,even playoff amp season chance make playoff consider ottawa almost lock miss say what want schedule amp recent situation canuck not_a team would near playoff not_for pandemic
1.39E+18,"Currently, Ottawa has more than 100 COVID patients in hospitals across the city. Just under a third are receiving critical care. #ottnews https://t.co/HjnyDDvrkd",4/21/2021 23:40,Month_04 Week 3,4,currently ottawa covid patient hospital across city third receive critical care,currently ottawa more patient hospital across city just under third receive critical care
1.39E+18,'My stomach dropped' Ottawa nurses react to COVID ICU deployment https://t.co/6ZBVuBrfxE via @ctvottawa,4/21/2021 23:38,Month_04 Week 3,4,stomach drop ottawa nurse react covid icu deployment via,amy stomach drop ottawa nurse react icu deployment via
1.39E+18,"@PierrePoilievre So, Covid Hero, why are two of the three Covid hotspots in Ottawa IN YOUR RIDING?  What have YOU done to get vaccines in arms of your voters?  Nothing. You’ve done nothing but mislead, misinform, and whine.",4/21/2021 23:35,Month_04 Week 3,4,covid hero two three covid hotspot ottawa rid vaccine arm voter nothing youve nothing mislead misinform whine,hero why two three hotspot ottawa rid what get vaccine arm voter nothing nothing mislead misinform whine
1.39E+18,"NEW: The preschool program at a city of Ottawa run child care centre will be closed for at least two weeks after a child tested positive for COVID-19.  #ottnews 

https://t.co/KVdrbQXmxj",4/21/2021 23:33,Month_04 Week 3,4,new preschool program city ottawa run child care centre close least two child test positive covid,new preschool program city ottawa run child care centre will close least two week child test positive
1.39E+18,"@copyculture @VeraEtches Yes, you are correct but Canada in general and certainly the City of Ottawa have failed miserably on contact tracing and public information. I ignore the city's Covid portal because it is impossible to understand. Our journalism is not bad so that is where most get their info.",4/21/2021 23:32,Month_04 Week 3,4,yes correct canada general certainly city ottawa fail miserably contact trace public information ignore city covid portal impossible understand journalism bad info,yes correct canada general certainly city ottawa fail miserably contact trace public information ignore city portal impossible understand journalism not_bad where most get info
1.39E+18,@ImbleauD @ctvottawa The outbreaks in schools is much higher than other areas in the community according to the Ottawa Public Health covid dashboard https://t.co/r5duBKV4cE,4/21/2021 23:25,Month_04 Week 3,4,outbreak school much high area community accord ottawa public health covid dashboard,outbreak school much high area community accord ottawa public health dashboard
1.39E+18,"Big thank you to the two incredible ladies who spoke with me for this. 

There’s a very human side to treating COVID-19 patients. The exhaustion, the death, the fear of bringing it home. 

For their sake, and your own, stay home
#Ottawa #OttNews https://t.co/1lKExmzruW",4/21/2021 23:24,Month_04 Week 3,4,big thank two incredible lady spoke human side treat covid patient exhaustion death fear bring home sake stay home,big thank two incredible lady who spoke with very human side treat patient exhaustion death fear bring home sake stay home
1.39E+18,"@jchianello I really feel for immune compromised patients that can’t access the vaccine in Ottawa now but can, and have, in TO and elsewhere.",4/21/2021 23:20,Month_04 Week 3,4,really feel immune compromise patient access vaccine ottawa,really feel immune compromise patient cannot_access vaccine ottawa can elsewhere
