Tweet Id,text,date,Week,Month,text_clean_textual,text_clean_sentiment
1.39735E+18,@wnedpbs Re: Extra Life: Ottawa used sewage sampling to find early evidence of upcoming spikes in COVID numbers; it can also detect declines. https://t.co/aFS5hb0i7I,5/26/2021 0:20,Month_05 Week 4,5,extra life ottawa use sewage sample find early evidence upcoming spike covid number detect decline,extra life ottawa use sewage sample find early evidence upcoming spike number can also detect decline
1.39735E+18,🇨🇦 Pandemic shopping driving demand for more warehouses in Ottawa https://t.co/G5IV9wIpZP,5/26/2021 0:20,Month_05 Week 4,5,pandemic shopping drive demand warehouse ottawa,Canada pandemic shopping drive demand more warehouse ottawa
1.39734E+18,"20210525: Tom Blackwell: Canadian firm works with controversial U.S. company to make 'better' COVID vaccine, but says Ottawa not interested ["" 'So far, the Canadian government hasn’t shown an inclination to talk to us...,"" said Brad Sorenson, CEO of Providence Therapeutics"" https://t.co/wndccl6723",5/26/2021 0:09,Month_05 Week 4,5,tom blackwell canadian firm work controversial company make well covid vaccine say ottawa interested far canadian government hasnt show inclination talk say brad sorenson ceo providence therapeutic,tom blackwell canadian firm work with controversial company make well vaccine say ottawa not_interested iso far canadian government not_show inclination talk say brad sorenson ceo providence therapeutic
1.39734E+18,Ottawa agrees to send #COVID-19 help to #Manitoba. https://t.co/Quo1VJxOMD https://t.co/WbvND0hE0l,5/26/2021 0:00,Month_05 Week 4,5,ottawa agrees send help,ottawa agrees send help
1.39734E+18,Ottawa agrees to send #COVID-19 help to #Manitoba. https://t.co/ypX1Kri5dK https://t.co/hs804eRdZK,5/26/2021 0:00,Month_05 Week 4,5,ottawa agrees send help,ottawa agrees send help
1.39734E+18,@OttawaHealth why is Ottawa not testing wastewater for B.1.617 variant? https://t.co/MDFUHxGfuN,5/25/2021 23:42,Month_05 Week 4,5,ottawa test wastewater variant,why ottawa not_test wastewater variant
1.39734E+18,"COVID-19: Ottawa preparing to deploy health workers, military and Red Cross to help in Manitoba https://t.co/y6OCRTt0WS https://t.co/lSfZwctmoe The premier of Manitoba says his province’s status as the COVID-19 hot spot of North America can be blamed in part on people not gett…",5/25/2021 23:37,Month_05 Week 4,5,covid ottawa prepare deploy health worker military red cross help manitoba premier manitoba say province status covid hot spot north america blame part people gett,ottawa prepare deploy health worker military red cross help manitoba premier manitoba say province status hot spot north america can blame part people not_gett
1.39734E+18,"City of Ottawa owned Centre d'accueil Champlain LTC now has 

17 Covid + staff members
7 Covid + residents
3 Covid + visitors
In the last week I have seen several staff members at Peter D Clark, City of Ottawa operated, not wearing the required PPE.  #LTC @OttawaHealth",5/25/2021 23:35,Month_05 Week 4,5,city ottawa centre accueil champlain ltc covid staff member covid resident covid visitor last see several staff member peter clark city ottawa operate wear require ppe,city ottawa centre accueil champlain ltc staff member resident visitor last week see several staff member peter clark city ottawa operate not_wear require ppe
1.39734E+18,"@lauralexx In 2019 the plan was to move to Ottawa last year. Thankfully I realised the Canadian ex was spineless, mosquitoes loved me &amp; Glasgow had 100% more live music .....once covid is over",5/25/2021 23:34,Month_05 Week 4,5,plan move ottawa last year thankfully realise canadian spineless mosquito love amp glasgow live music covid,plan move ottawa last year thankfully realise canadian spineless mosquito love amp glasgow more live music over
1.39733E+18,People ask me what it’s like to work in our Ottawa bureau at @globalnews. This is what it’s like: @amandacconn found an opening and booked me a vaccine for tomorrow. I don’t have words for my gratitude. Ms. @crystaloag was trying to find me openings too. We really are a family 💕,5/25/2021 23:22,Month_05 Week 4,5,people ask like work ottawa bureau like found opening book vaccine tomorrow word gratitude try find opening really family,people ask what like work ottawa bureau what like found opening book vaccine tomorrow not_have word gratitude try find opening too really family two heart
