Tweet Id,text,date,Week,Month,text_clean_textual,text_clean_sentiment
1.35856E+18,“How Ottawa utterly botched Canada's COVID vaccine acquisition.” This is a clear picture of what’s happened w the vaccines in Canada. https://t.co/yLSI57xx1P,2/7/2021 23:35,Month_02 Week 1,2,ottawa utterly botch canada covid vaccine acquisition clear picture whats happen vaccine canada,ottawa utterly botch canada vaccine acquisition clear picture what happen vaccine canada
1.35856E+18,@FreeNowHumanity Dr. Hodkinson of the Royal College of Physicians and Surgeons in Ottawa Canada is a pathologist and virologist. He says that this covid is the worst hoax to happen to an unsuspecting public. He also manufactures PCR tests. He says that the public health are using the wrong tools,2/7/2021 23:30,Month_02 Week 1,2,hodkinson royal college physician surgeon ottawa canada pathologist virologist say covid bad hoax happen unsuspecting public manufacture pcr test say public health use wrong tool,hodkinson royal college physician surgeon ottawa canada pathologist virologist say bad hoax happen unsuspecting public also manufacture pcr test say public health use wrong tool
1.35856E+18,"@guygavrielkay I'm mad @Bell for blacking out the Ottawa - Edmonton hockey game last week. I pay good money for services but can't watch a Canadian hockey game during a pandemic? Wtf! Oh, and Conner McJesus went on to score five points too!",2/7/2021 23:16,Month_02 Week 1,2,mad blacking ottawa edmonton hockey game last pay good money service watch canadian hockey game pandemic wtf conner mcjesus score five point,mad blacking out ottawa edmonton hockey game last week pay good money service cannot_watch canadian hockey game pandemic wtf conner mcjesus score five point too
1.35855E+18,"I’ll admit that I usually only watch the #SuperBowl for the half time show and awesome finger foods. 

My friend sent me this meme; edited to reflect my day. 

#SuperBowl2021 #Glasses #Tape #Adventures #Funny #Ottawa #OttCity #Pandemic https://t.co/QnGYLUrEPE",2/7/2021 23:06,Month_02 Week 1,2,ill admit usually watch half time show awesome finger food friend sent meme edit reflect,will admit usually only watch half time show awesome finger food friend sent meme edit reflect day
1.35855E+18,Compulsory licensing would allow Ottawa to authorize generic copies of the #COVID-19 #vaccines https://t.co/3fURY4zw7O via @torontostar @Carolyn_Bennett @PHAC_GC @JustinTrudeau,2/7/2021 22:41,Month_02 Week 1,2,compulsory licensing allow ottawa authorize generic copy via,compulsory licensing would allow ottawa authorize generic copy via
1.35854E+18,"@U2 40 years ago on March 10, 1981, you played an amazing show in Ottawa at a club called Barrymore’s. A venue for many up and coming acts like yourselves ( at the time) as well as seasoned vets. Barrymore’s is the latest victim of the pandemic. Don’t let this happen. Timothy",2/7/2021 22:32,Month_02 Week 1,2,year ago played amaze show ottawa club call barrymore venue come act like time well season vet barrymore late victim pandemic happen timothy,year ago played amaze show ottawa club call barrymore venue many come act like time well season vet barrymore late victim pandemic not_let happen timothy
1.35854E+18,"Lockdowns R Toxic 4 Abuse,Mental Health &amp;our ECONOMY.
They serve no purpose other than Control 4 a Virus that really is only deadly to those who have low immunity or co morbidities. The seasonal flu has always preyed on these groups.Only Now Ottawa/MSM label them as Covid Deaths! https://t.co/SC4scB8eim",2/7/2021 22:13,Month_02 Week 1,2,lockdown toxic abuse mental health amp economy serve purpose control virus really deadly low immunity morbidity seasonal flu always preyed group ottawa msm label covid death,lockdown toxic abuse mental health amp economy serve no_purpose control virus really only deadly who low immunity morbidity seasonal flu always preyed group only ottawa msm label death
1.35854E+18,"@WalmartCanada 1400 Ottawa St. Kitchener, Ontario. 

Lots of people could and should have been ticketed and/or fined today. The pandemic is no joke and a corporation your size must be held accountable.",2/7/2021 22:08,Month_02 Week 1,2,ottawa kitchener ontario lot people ticket fin today pandemic joke corporation size held accountable,ottawa kitchener ontario lot people could should ticket fin today pandemic no_joke corporation size must held accountable
1.35853E+18,"Valentine's Day will look a little different this year due to COVID-19, but Ottawa restaurants are still hoping to make it a romantic and memorable day. #ottnews https://t.co/h9NfFQOtKA",2/7/2021 21:34,Month_02 Week 1,2,valentine look little different year due covid ottawa restaurant still hop make romantic memorable,valentine day will look little different year due ottawa restaurant still hop make romantic memorable day
1.35853E+18,"Got the vaccine today--no reactions. In Ottawa, Canada. It's been slow coming but I'm hopeful for a better summer.",2/7/2021 21:22,Month_02 Week 1,2,vaccine today reaction ottawa canada slow come hopeful well summer,get vaccine today__no_reaction ottawa canada slow come hopeful well summer
