Tweet Id,text,date,Week,Month,text_clean_textual,text_clean_sentiment
1.36E+18,"@smwgilbert I agree with you 100%
We are staying home and not going anywhere just so that we won't get sick and spread covid even more.I have friends here in Ottawa that I haven't seen in person in a year. If they want to go why not just don't complain if you can't come back",1/31/2021 22:02,Month_01 Week 4,1,agree stay home anywhere sick spread covid even friend ottawa see person year complain come back,agree with stay home not_go anywhere just will not_get sick spread even more friend ottawa not_see person year want why not_just not_complain cannot_come back
1.36E+18,"@canadian_gal They are soooooo relaxing. I've taken to going in Tremblant when hubs is skiing. One of the first things I had to cancel when covid hit was a combo Nordic spa day/Oilers game in Ottawa, I cannot wait to rebook that one",1/31/2021 21:54,Month_01 Week 4,1,soooooo relax take tremblant hub skiing one first thing cancel covid hit combo nordic spa oiler game ottawa wait rebook one,soooooo relax take tremblant when hub skiing one first thing cancel when hit combo nordic spa day oiler game ottawa cannot_wait rebook one
1.36E+18,UCP utter hogwash hate Ottawa propaganda for the day grunt...  Thank you Ottawa &amp; Canadian taxpayer for vaccines and federal financial help during the pandemic a more appropriate realistic response.  Kenney must have read his recent bottom feeding poll numbers to print this bs https://t.co/JONoxne7u9,1/31/2021 21:49,Month_01 Week 4,1,ucp utter hogwash hate ottawa propaganda grunt thank ottawa amp canadian taxpayer vaccine federal financial help pandemic appropriate realistic response kenney read recent bottom feed poll number print,ucp utter hogwash hate ottawa propaganda day grunt thank ottawa amp canadian taxpayer vaccine federal financial help pandemic more appropriate realistic response kenney must read recent bottom feed poll number print
1.36E+18,Novavax submits COVID-19 vaccine for approval as Ottawa seeks EU reassurances on export rules - The Globe and Mail https://t.co/Pd53ZIhbYh,1/31/2021 21:46,Month_01 Week 4,1,novavax submits covid vaccine approval ottawa seek reassurance export rule globe mail,novavax submits vaccine approval ottawa seek reassurance export rule globe mail
1.36E+18,"@UCPCaucus What a load of UCP hogwash bs propaganda, who clearly have no clue what they are doing. If it wasn't for Ottawa Canada wouldn't have vaccines or programs to help Canadians through the pandemic. Thank you Ottawa &amp; Canadian taxpayer would be a  more appropriate better response",1/31/2021 21:43,Month_01 Week 4,1,load ucp hogwash propaganda clearly clue ottawa canada vaccine program help canadian pandemic thank ottawa amp canadian taxpayer appropriate well response,what load ucp hogwash propaganda who clearly no_clue what not_for ottawa canada would not_have vaccine program help canadian pandemic thank ottawa amp canadian taxpayer would more appropriate well response
1.36E+18,"UPDATED: 400 residents at three Ottawa long-term care homes received the second dose of the COVID-19 vaccine today. #Ottnews 

https://t.co/d7cF748mWS",1/31/2021 21:33,Month_01 Week 4,1,update resident three ottawa long term care home receive second dose covid vaccine today,update resident three ottawa long_term care home receive second dose vaccine today
1.36E+18,HOW???? Ottawa nurse tests positive for coronavirus after receiving COVID-19 vaccine - Ottawa | https://t.co/lxGcpWBwR3 https://t.co/eVIuwHqt8f,1/31/2021 21:28,Month_01 Week 4,1,ottawa nurse test positive coronavirus receive covid vaccine ottawa,ottawa nurse test positive coronavirus receive vaccine ottawa
1.36E+18,"Heron Gate Ledbury Ridgemont is THE hardest hit area by covid #Ottawa #ottnews @VeraEtches @OttawaHealth what are plans that this area already marginalized by food insecurity, digital divide and injustice (mass evictions etc) will be prioritized with 💉 vaccine?
@AltaVistaWard18",1/31/2021 21:28,Month_01 Week 4,1,heron gate ledbury ridgemont hardest hit area covid plan area marginalize food insecurity digital divide injustice mass eviction etc prioritize vaccine,heron gate ledbury ridgemont hardest hit area what plan area already marginalize food insecurity digital divide injustice mass eviction etc will prioritize with syringe vaccine
1.36E+18,"So where are the homeless going to go. @JoelHardenONDP
@AndreaHorwath

4 Ottawa shelters pause new admissions to reduce COVID-19 spread https://t.co/unGVLZbWPo",1/31/2021 21:25,Month_01 Week 4,1,homeless ottawa shelter pause new admission reduce covid spread,where homeless ottawa shelter pause new admission reduce spread
1.36E+18,Novavax submits COVID-19 vaccine for approval as Ottawa seeks EU reassurances on export rules /via @globeandmail https://t.co/Hx2PBCe7eq,1/31/2021 21:19,Month_01 Week 4,1,novavax submits covid vaccine approval ottawa seek reassurance export rule via,novavax submits vaccine approval ottawa seek reassurance export rule via
1.36E+18,Ottawa paramedics visiting long-term care homes to administer second dose of COVID-19 vaccine https://t.co/cBY2G7qbBC,1/31/2021 21:18,Month_01 Week 4,1,ottawa paramedic visit long term care home administer second dose covid vaccine,ottawa paramedic visit long_term care home administer second dose vaccine
1.36E+18,"Santosh Baral, a nurse working at a long-term care facility in Ottawa, was shocked after testing positive for COVID-19 days after receiving his second dose of the Pfizer vaccine. https://t.co/c729rIdNNV",1/31/2021 21:08,Month_01 Week 4,1,santosh baral nurse work long term care facility ottawa shock test positive covid receive second dose pfizer vaccine,santosh baral nurse work long_term care facility ottawa shock test positive day receive second dose pfizer vaccine
1.36E+18,‘Disturbing trend’: Ottawa hospital sees rise in number of babies with severe head injuries during second wave of COVID-19 https://t.co/KvmjwpunCI via @torontostar,1/31/2021 20:58,Month_01 Week 4,1,disturb trend ottawa hospital see rise number baby severe head injury second wave covid via,disturb trend ottawa hospital see rise number baby with severe head injury second wave via
1.36E+18,"As I reflect on 2020, I realize that this past year proved to be one of the most challenging years in my real estate career.  Despite the unprecedented records set within the Ottawa Real Estate Board in 2020, the global pandemic... https://t.co/5ADUDhFHeu https://t.co/Db3okR9jlM",1/31/2021 20:56,Month_01 Week 4,1,reflect realize past year prove one challenge year real estate career despite unprecedented record set within ottawa real estate board global pandemic,reflect realize past year prove one most challenge year real estate career despite unprecedented record set within ottawa real estate board global pandemic
1.36E+18,"Travellers should prepare for post-flight testing, hotel quarantine as soon as Thursday: Alghabra: Ottawa had considered banning all flights to restrict pandemic travel, transport minister says https://t.co/ps1TAwIlJC #cdnpoli",1/31/2021 20:48,Month_01 Week 4,1,traveller prepare post flight test hotel quarantine soon thursday alghabra ottawa consider ban flight restrict pandemic travel transport minister say,traveller should prepare post_flight test hotel quarantine soon thursday alghabra ottawa consider ban flight restrict pandemic travel transport minister say
1.36E+18,"Listen to ""Trump Social Path Diagnosis! Are You Struggling or Thriving in this Pandemic?"" by Grandpa Jim. ⚓ https://t.co/LEk3gSWFXP #owensboro #fortwayne #columbus #columbia #brazil #montgomery #ottawa #tampa #sarasota #orlando #fl #charlotte",1/31/2021 20:45,Month_01 Week 4,1,listen trump social path diagnosis struggle thrive pandemic grandpa jim,listen trump social path diagnosis struggle thrive pandemic grandpa jim anchor
1.36E+18,Key COVID-19 numbers in the Ottawa area today https://t.co/r6YSauYFVt #ottnews #ottawa https://t.co/Bol42Hh0jn,1/31/2021 20:40,Month_01 Week 4,1,key covid number ottawa area today,key number ottawa area today
1.36E+18,Novavax submits COVID-19 vaccine for approval as Ottawa seeks EU reassurances on export rules /via @globeandmail https://t.co/DSzftssKNK,1/31/2021 20:36,Month_01 Week 4,1,novavax submits covid vaccine approval ottawa seek reassurance export rule via,novavax submits vaccine approval ottawa seek reassurance export rule via
1.36E+18,"‘Disturbing trend’: Ottawa hospital sees rise in number of babies with severe head injuries during second wave of COVID-19 | The Star

#MaleViolencePandemic  https://t.co/cPp0SIa41u",1/31/2021 20:35,Month_01 Week 4,1,disturb trend ottawa hospital see rise number baby severe head injury second wave covid star,disturb trend ottawa hospital see rise number baby with severe head injury second wave star
1.36E+18,"Ottawa had considered banning all flights to restrict pandemic travel, the transport minister said.
https://t.co/MXvDgne3JN",1/31/2021 20:30,Month_01 Week 4,1,ottawa consider ban flight restrict pandemic travel transport minister say,ottawa consider ban flight restrict pandemic travel transport minister say
1.36E+18,"Finally. A globally unified response of 3 to 4 weeks of properly implemented Covid restrictions to stop these deaths. That's it. Unity. 

 &amp;#8216;This is very good news&amp;#8217;: Quebec welcomes Ottawa&amp;#8217;s stricter COVID-19 travel requirements https://t.co/S5VnfBkSRt",1/31/2021 20:21,Month_01 Week 4,1,finally globally unified response properly implement covid restriction stop death unity amp good news amp quebec welcome ottawa amp stricter covid travel requirement,finally globally unified response week properly implement restriction stop death unity amp very good news amp quebec welcome ottawa amp stricter travel requirement
1.36E+18,"#Novavax submits #COVID19vaccine for approval as Ottawa seeks EU reassurances on export rules. Its vaccine, which studies have suggested is effective against the British and South African variants of the virus. https://t.co/r08Wj3hcRv",1/31/2021 20:20,Month_01 Week 4,1,submits approval ottawa seek reassurance export rule vaccine study suggest effective british south african variant virus,submits approval ottawa seek reassurance export rule vaccine study suggest effective against british south african variant virus
1.36E+18,Ottawa urged by member of COVID-19 task force to ramp up vaccine manufacturing in this country | CBC News https://t.co/jc2H1Deg8x,1/31/2021 20:09,Month_01 Week 4,1,ottawa urge member covid task force ramp vaccine manufacturing country cbc news,ottawa urge member task force ramp vaccine manufacturing country cbc news
1.36E+18,"Fantastic that Derek has decided that vaccinated people can no longer transmit the virus. A global wealth of medical and scientific experts don't know yet, but Derek from Ottawa does. All good folks. https://t.co/ceCyYEK9Vf",1/31/2021 20:04,Month_01 Week 4,1,fantastic derek decide vaccinate people longer transmit virus global wealth medical scientific expert know derek ottawa good folk,fantastic derek decide vaccinate people can no_longer transmit virus global wealth medical scientific expert not_know yet derek ottawa good folk
1.36E+18,Novavax submits COVID-19 vaccine for approval as Ottawa seeks EU reassurances on export rules /via @globeandmail https://t.co/zChly1Q260,1/31/2021 19:48,Month_01 Week 4,1,novavax submits covid vaccine approval ottawa seek reassurance export rule via,novavax submits vaccine approval ottawa seek reassurance export rule via
1.36E+18,.@Novavax submits its #coronavirus vaccine for approval. Canada has ordered 52 million doses from the company. Ottawa also seeking EU reassurances that delivery won't be slowed by new export rules  https://t.co/kax0hwzHHR via @globeandmail #COVID19 #cdnpoli #vaccination,1/31/2021 19:45,Month_01 Week 4,1,submits vaccine approval canada order million dos company ottawa seek reassurance delivery slow new export rule via,submits vaccine approval canada order million dos company ottawa also seek reassurance delivery will not_be slow new export rule via
1.36E+18,"""Ottawa has botched – completely – the acquisition of pandemic-ending vaccines.""
https://t.co/1N1t5ohGp0",1/31/2021 19:44,Month_01 Week 4,1,ottawa botch completely acquisition pandemic end vaccine,ottawa botch completely acquisition pandemic_ending vaccine
1.36E+18,"@bogieman1445 Definately ... covid fatigue has set in here.
If Ottawa had done their job properly getting us vaccines I’d feel there was a light at the end of the tunnel, but that light looks more and more like a train coming strait at us still.",1/31/2021 19:42,Month_01 Week 4,1,definately covid fatigue set ottawa job properly vaccine feel light end tunnel light look like train come strait still,definately fatigue set ottawa job properly get vaccine would feel light end tunnel light look more more like train come strait still
1.36E+18,"Very sad story...Parents &amp; kids need help.  
‘Disturbing trend’: Ottawa hospital sees rise in number of babies with severe head injuries during second wave of COVID-19 https://t.co/PO2fHKAEeD via @torontostar",1/31/2021 19:27,Month_01 Week 4,1,sad story parent amp kid need help disturb trend ottawa hospital see rise number baby severe head injury second wave covid via,very sad story parent amp kid need help disturb trend ottawa hospital see rise number baby with severe head injury second wave via
1.36E+18,I am so grateful I was able to take my classes from home this year and stay with my family. But now I’m sad cause I know once COVID is over I have to go back to Ottawa.🥺,1/31/2021 19:26,Month_01 Week 4,1,grateful able take class home year stay family sad cause know covid back ottawa,grateful able take class home year stay with family sad cause know over back ottawa plead face
1.36E+18,"In other NEWS:

🪦OVER 20,000 Canadians have had their 
Charter-Right-To-LIFE
stolen from them, so other's wouldn't be *inconvenienced*

FACT: EVERY. COVID. CASE. ARRIVED. IN🍁 WITH. A. PASSPORT. &amp; SUITCASE.

#cdnpoli Ottawa made that judgement call. https://t.co/oiq2RpYxK4 https://t.co/hhdknUZgbz",1/31/2021 19:18,Month_01 Week 4,1,news canadian charter right life steal inconvenienced fact covid case arrive passport amp suitcase ottawa make judgement call,news over canadian charter_right_to_life steal would not_be inconvenienced fact case arrive maple leaf with passport amp suitcase ottawa make judgement call
1.36E+18,"@samanthacp_ I honestly hope its ottawa 
1. He has to sit through covid protocol which is hilarious 
2. he's in ottawa and they suck 
3. He gets lit up by McDavid, mathews, gaudreau and pettersson every night",1/31/2021 19:16,Month_01 Week 4,1,honestly hope ottawa sit covid protocol hilarious ottawa suck lit mcdavid mathews gaudreau pettersson night,honestly hope ottawa sit protocol hilarious ottawa suck get lit mcdavid mathews gaudreau pettersson night
1.36E+18,"NEW: Ottawa schools reopen, new COVID-19 testing rules for travellers and Chateau Laurier expansion plans: Five stories to watch this week #ottnews 

https://t.co/sW2kCQsPZb",1/31/2021 19:16,Month_01 Week 4,1,new ottawa school reopen new covid test rule traveller chateau laurier expansion plan five story watch,new ottawa school reopen new test rule traveller chateau laurier expansion plan five story watch week
1.36E+18,"NEW: Ottawa schools reopen, new COVID-19 testing rules for travellers and Chateau Laurier expansion plans: Five stories to watch this week #ottnews 

https://t.co/fyvXNl4Y3K",1/31/2021 19:16,Month_01 Week 4,1,new ottawa school reopen new covid test rule traveller chateau laurier expansion plan five story watch,new ottawa school reopen new test rule traveller chateau laurier expansion plan five story watch week
1.36E+18,"UPDATE: Ottawa's COVID rate per 100,000 dips; missing data has Ontario government playing catch-up, adding additional new cases to final count https://t.co/yr7rnhoM7Y via @citynewsottawa",1/31/2021 19:14,Month_01 Week 4,1,update ottawa covid rate per dip miss data ontario government play catch add additional new case final count via,update ottawa rate per dip miss data ontario government play catch_up add additional new case final count via
1.36E+18,@simonnetremblay that's true but they'll get to see each other a lot anyways!! and ottawa and montreal are really close so when covid is done they can visit each other,1/31/2021 19:13,Month_01 Week 4,1,true see lot anyways ottawa montreal really close covid visit,true will get see lot anyways ottawa montreal really close when can visit
1.36E+18,"We should never forgive this Government for leaving hundreds of millions in Ottawa that could have supported frontline workers during the COVID-19 pandemic.

https://t.co/ZVPIBxVSDv #ableg",1/31/2021 18:55,Month_01 Week 4,1,never forgive government leave hundred million ottawa support frontline worker covid pandemic,should never forgive government leave hundred million ottawa could support frontline worker pandemic
1.36E+18,Ottawa urged by member of COVID-19 task force to ramp up vaccine manufacturing in this country #health #cbc https://t.co/p4g0bHy6r9,1/31/2021 18:49,Month_01 Week 4,1,ottawa urge member covid task force ramp vaccine manufacturing country,ottawa urge member task force ramp vaccine manufacturing country
1.36E+18,Ottawa urged by member of COVID-19 task force to ramp up vaccine manufacturing in this country  https://t.co/fqVnJ4yfg4,1/31/2021 18:49,Month_01 Week 4,1,ottawa urge member covid task force ramp vaccine manufacturing country,ottawa urge member task force ramp vaccine manufacturing country
1.36E+18,Ottawa urged by member of COVID-19 task force to ramp up vaccine manufacturing in this country #healthissues #bhivenectar https://t.co/qIccWAQPt3,1/31/2021 18:49,Month_01 Week 4,1,ottawa urge member covid task force ramp vaccine manufacturing country,ottawa urge member task force ramp vaccine manufacturing country
1.36E+18,@jkenney Why did you let so many people get infected with Covid then if you didn’t trust Ottawa to deliver on vaccines? It’s on you.,1/31/2021 18:25,Month_01 Week 4,1,people infect covid didnt trust ottawa deliver vaccine,why many people get infect with not_trust ottawa deliver vaccine
1.36E+18,Novavax submits COVID-19 vaccine for approval as Ottawa seeks EU reassurances on export rules https://t.co/hYxJFvSTtP,1/31/2021 18:24,Month_01 Week 4,1,novavax submits covid vaccine approval ottawa seek reassurance export rule,novavax submits vaccine approval ottawa seek reassurance export rule
1.36E+18,‘Disturbing trend’: Ottawa hospital sees rise in number of babies with severe head injuries during second wave of COVID-19 https://t.co/JGBAHLWyjC via @torontostar,1/31/2021 18:09,Month_01 Week 4,1,disturb trend ottawa hospital see rise number baby severe head injury second wave covid via,disturb trend ottawa hospital see rise number baby with severe head injury second wave via
1.36E+18,"UPDATE: Ottawa's COVID rate per 100,000 dips; missing data has Ontario government playing catch-up, adding additional new cases to final count https://t.co/77HjtySz5Y https://t.co/kw1hg9aJ19",1/31/2021 18:07,Month_01 Week 4,1,update ottawa covid rate per dip miss data ontario government play catch add additional new case final count,update ottawa rate per dip miss data ontario government play catch_up add additional new case final count
1.36E+18,Novavax Submits COVID-19 Vaccine for Approval in Canada as Ottawa Seeks EU Reassurances on Export Rules | To Do Canada https://t.co/IwGIBCrVkc,1/31/2021 18:00,Month_01 Week 4,1,novavax submits covid vaccine approval canada ottawa seek reassurance export rule canada,novavax submits vaccine approval canada ottawa seek reassurance export rule canada
1.36E+18,Novavax submits vaccine for approval as Ottawa seeks EU reassurances on export rules https://t.co/fGID57QhVg via @CTVNews #COVIDVaccine #COVID19Vaccine #NovavaxVaccine #COVID19 #COVID_19,1/31/2021 17:55,Month_01 Week 4,1,novavax submits vaccine approval ottawa seek reassurance export rule via,novavax submits vaccine approval ottawa seek reassurance export rule via
1.36E+18,"UPDATED LOCAL FIGURES: Ottawa Public Health is reporting 46 new cases of COVID-19 in Ottawa on Sunday, along with no new deaths linked to the virus. #ottnews https://t.co/XBzwdWR2Z4",1/31/2021 17:54,Month_01 Week 4,1,update local figure ottawa public health reporting new case covid ottawa sunday along new death link virus,update local figure ottawa public health reporting new case ottawa sunday along with no_new death link virus
1.36E+18,@sarahmc_photo This is how we said goodbye to my FIL last May when he died of Covid at a LTC here in Ottawa. It was heartbreaking,1/31/2021 17:54,Month_01 Week 4,1,say goodbye fil last die covid ltc ottawa heartbreaking,say goodbye fil last when die ltc ottawa heartbreaking
1.36E+18,Ottawa paramedics are spending the weekend administering the second-dose of the Pfizer-BioNTech COVID-19 vaccine to residents in long-term care homes. #ottnews https://t.co/cgGWuwa6tT,1/31/2021 17:53,Month_01 Week 4,1,ottawa paramedic spending weekend administer second dose pfizer biontech covid vaccine resident long term care home,ottawa paramedic spending weekend administer second_dose pfizer_biontech vaccine resident long_term care home
1.36E+18,"COVID-19: Forty-six new cases in Ottawa, Ottawa Public Health reports https://t.co/Ix1gOpqE5y https://t.co/RUEDppTffS",1/31/2021 17:50,Month_01 Week 4,1,covid forty six new case ottawa ottawa public health report,forty_six new case ottawa ottawa public health report
1.36E+18,COVID-19: Ottawa Public Health reports 46 new cases https://t.co/NOVj39zyPg https://t.co/yzxGUV2f4W,1/31/2021 17:45,Month_01 Week 4,1,covid ottawa public health report new case,ottawa public health report new case
1.36E+18,Infographic: Ottawa's confirmed COVID-19 cases -  https://t.co/3zDCgwcQaO,1/31/2021 17:43,Month_01 Week 4,1,infographic ottawa confirm covid case,infographic ottawa confirm case
1.36E+18,"CTV News Ottawa would like to speak with family members of residents in Ottawa's long-term care homes receiving their second COVID-19 vaccine this weekend.

Email Dave Charbonneau at Dave.Charbonneau@BellMedia.ca  #ottnews https://t.co/E9AEiXD2ap",1/31/2021 17:39,Month_01 Week 4,1,ctv news ottawa like speak family member resident ottawa long term care home receive second covid vaccine weekend email dave charbonneau dave charbonneau,ctv news ottawa would like speak with family member resident ottawa long_term care home receive second vaccine weekend email dave charbonneau dave charbonneau
1.36E+18,@lauracdamico Thanks @lauracdamico for helping those on the streets in Ottawa that can’t access shelters during COVID especially during these current temperatures - just made a donation - hopefully more call 311 to access the outreach programs #ocsbBeWell #ocsbBeCommunity,1/31/2021 17:34,Month_01 Week 4,1,thanks help street ottawa access shelter covid especially current temperature make donation hopefully call access outreach program,thanks help street ottawa cannot_access shelter especially current temperature just make donation hopefully more call access outreach program
1.36E+18,"The couple from Ottawa planned to fly in briefly from plague-riddled Florida for *medical appointments*? The heightened restrictions may be (sort of) new, but the freaking pandemic sure isn't!! How dare these people?! https://t.co/8d4XsrKG06",1/31/2021 17:23,Month_01 Week 4,1,couple ottawa plan fly briefly plague riddle florida medical appointment heighten restriction sort new freak pandemic sure dare people,couple ottawa plan fly briefly plague_riddled florida medical appointment heighten restriction sort new freak pandemic sure not_how dare people
1.36E+18,"@JohannBoucher Ottawa budgets aren't always easy to understand. My confusion comes from the presence of provincial funding that isn't clearly indicated. Someone else may be able to correct me but it seems that the increase is linked to a one-time COVID-related transfer from the province.

/1",1/31/2021 17:20,Month_01 Week 4,1,ottawa budget always easy understand confusion come presence provincial funding clearly indicate able correct seem increase link one time covid related transfer province,ottawa budget not_always easy understand confusion come presence provincial funding not_clearly indicate else able correct seem increase link one_time covid_related transfer province
1.36E+18,@TypesAndSpells Here is the City of Ottawa timetable for COVID-19 vaccination. https://t.co/yzJalJC4xs,1/31/2021 17:15,Month_01 Week 4,1,city ottawa timetable covid vaccination,city ottawa timetable vaccination
1.36E+18,People experiencing homelessness in Ottawa are struggling to stay warm. Our main shelters have been forced to stop accepting new people because of a covid-19 outbreak. Thank you in advance for considering supporting the purchase of supplies! https://t.co/alAWi8H6Fh,1/31/2021 17:10,Month_01 Week 4,1,people experience homelessness ottawa struggle stay warm main shelter force stop accept new people covid outbreak thank advance consider support purchase supply,people experience homelessness ottawa struggle stay warm main shelter force stop accept new people outbreak thank advance consider support purchase supply
1.36E+18,Novavax submits COVID-19 vaccine for approval as Ottawa seeks EU reassurances on export rules https://t.co/vFonA3ANw4,1/31/2021 17:05,Month_01 Week 4,1,novavax submits covid vaccine approval ottawa seek reassurance export rule,novavax submits vaccine approval ottawa seek reassurance export rule
1.36E+18,"During a pandemic, your brows do more talking than you do in public. Let's make sure they make the right first impression 😎 
https://t.co/csdjrRkMd9

#Mistura #Beauty #Ottawa #cosmetics #dragonsden #Canada #dragonsdencanada #supportsmallbusinessses https://t.co/YQydxne51V",1/31/2021 17:02,Month_01 Week 4,1,pandemic brow talk public make sure make right first impression,pandemic brow more talk public make sure make right first impression smile face with sunglass
1.36E+18,"Ottawa's key COVID-19 indicators have fallen out of the ""Red"" zone in Ontario's COVID-19 restriction system. 

The weekly incidence rate is below 40 cases per 100,000; our positivity rate is below 2.5% and the R number is below 1. 

Good signs. https://t.co/uiZRTXlkSU",1/31/2021 17:01,Month_01 Week 4,1,ottawa key covid indicator fall red zone ontario covid restriction system weekly incidence rate case per positivity rate number good sign,ottawa key indicator fall out red zone ontario restriction system weekly incidence rate below case per positivity rate below number below good sign
