Tweet Id,text,date,Week,Month,text_clean_textual,text_clean_sentiment
1.36617E+18,"The latest Federal Update provides an overview of the provincial and national pandemic support programs that are available to Canadians.

Read more from MP @cathmckenna below: 

#Ottawa #OttawaCentre #COVID19 

https://t.co/dtH2s2evB6",2/28/2021 23:47,Month_02 Week 4,2,late federal update provide overview provincial national pandemic support program available canadian read,late federal update provide overview provincial national pandemic support program available canadian read more below
1.36617E+18,"This accident don’t look serious, is what he had to do to save multiple vehicles pile up, in this stage accident on the 401, April 1/2013 was to take out Rodney. Ottawa, Quebec, Toronto, Peel in lockdown,  Moderna, Pfizer vaccine for Canada, Trudeau, Ford, Kenney, UK. EU, USA, BC https://t.co/Gatjipl0bc",2/28/2021 23:44,Month_02 Week 4,2,accident look serious save multiple vehicle pile stage accident take rodney ottawa quebec toronto peel lockdown moderna pfizer vaccine canada trudeau ford kenney usa,accident not_look serious what save multiple vehicle pile stage accident take out rodney ottawa quebec toronto peel lockdown moderna pfizer vaccine canada trudeau ford kenney usa
1.36617E+18,"Active COVID-19 cases in Ottawa back above 500, but city holding steady in 'orange' zone https://t.co/QOR80dIO6V via @ctvottawa",2/28/2021 23:43,Month_02 Week 4,2,active covid case ottawa back city hold steady orange zone via,active case ottawa back city hold steady orange zone via
1.36617E+18,"I am sure there was other news today but in #Ottawa, anyone who could run, walk or sit was out just absorbing warm sun and happy, smiling people. Thank you so very much to @SJAMWinterTrail . You are like a vaccine - you have saved the physical and mental health of so many people!",2/28/2021 23:40,Month_02 Week 4,2,sure news today run walk sit absorb warm sun happy smile people thank much like vaccine save physical mental health people,sure news today anyone who could run walk sit out just absorb warm sun happy smile people thank very much like vaccine save physical mental health many people
1.36617E+18,Seriously @ottawa? Volunteer firefighters get@the vaccine before other Heathcare workers. Eff you all. And to all the haters no not because I can’t get it yet. I know lab workers who are eyeballs deep in covid every day and they are not even on the radar.,2/28/2021 23:32,Month_02 Week 4,2,seriously volunteer firefighter vaccine heathcare worker eff hater know lab worker eyeball deep covid even radar,seriously volunteer firefighter get vaccine heathcare worker eff hater no_not_because cannot_get yet know lab worker who eyeball deep day not_even radar
1.36617E+18,Good news! Ottawa is ramping up its COVID-19 vaccination campaign this week. Here's how it will work.  https://t.co/ZqO7driUMy,2/28/2021 23:26,Month_02 Week 4,2,good news ottawa ramp covid vaccination campaign work,good news ottawa ramp vaccination campaign week will work
1.36617E+18,"Introducing Canada to the 2 wannabe Prime Ministers of Canada. Aren’t they dazzling? Meanwhile, back in Ottawa, Justin Trudeau and the Liberals are working overtime trying to keep Canadians safe from Covid. While these 2 clowns do whatever it is they do. 👇 https://t.co/qOXk2holgE",2/28/2021 23:26,Month_02 Week 4,2,introduce canada wannabe prime minister canada arent dazzle meanwhile back ottawa justin trudeau liberal work overtime try keep canadian safe covid clown,introduce canada want tobe prime minister canada not_they dazzle meanwhile back ottawa justin trudeau liberal work overtime try keep canadian safe clown whatever backhand index point down
1.36616E+18,"NEW: Ottawa's COVID-19 vaccination campaign takes a major step forward this week, with the city beginning to vaccinate residents 80 and older in high-risk neighbourhoods. #ottnews 

https://t.co/EezDYzrUHD",2/28/2021 23:12,Month_02 Week 4,2,new ottawa covid vaccination campaign take major step forward city begin vaccinate resident old high risk neighbourhood,new ottawa vaccination campaign take major step forward week with city begin vaccinate resident old high_risk neighbourhood
1.36616E+18,"NEW: Ottawa's COVID-19 vaccination campaign takes a major step forward this week, with the city beginning to vaccinate residents 80 and older in high-risk neighbourhoods. #ottnews 

https://t.co/BoW0vhdecS",2/28/2021 23:12,Month_02 Week 4,2,new ottawa covid vaccination campaign take major step forward city begin vaccinate resident old high risk neighbourhood,new ottawa vaccination campaign take major step forward week with city begin vaccinate resident old high_risk neighbourhood
1.36616E+18,@PaulDoroshenko @unionwill Ottawa’s vaccine plan does not contemplate reaching the general population before August. https://t.co/JmRQSpV0n3,2/28/2021 22:46,Month_02 Week 4,2,ottawa vaccine plan contemplate reach general population,ottawa vaccine plan not_contemplate reach general population
1.36616E+18,"NEW: As Ottawa remains in the ""orange-restrict"" zone for at least one more week, some businesses are concerned COVID-19 cases could rise and new restrictions will be imposed on the capital. #ottnews 

https://t.co/0lg50CgLJH",2/28/2021 22:40,Month_02 Week 4,2,new ottawa remains orange restrict zone least one business concerned covid case rise new restriction impose capital,new ottawa remains orange_restrict zone least one more week business concerned case could rise new restriction will impose capital
1.36616E+18,There are literally hundreds of vaccine trials and more approvals all the time. Ottawa University Hospital is developing a multi-viral mutation version as we share that will go to trial https://t.co/7KvCFmIvWz,2/28/2021 22:40,Month_02 Week 4,2,literally hundred vaccine trial approval time ottawa university hospital develop multi viral mutation version share trial,literally hundred vaccine trial more approval time ottawa university hospital develop multi_viral mutation version share will trial
1.36616E+18,OTTAWA — All federal party leaders maintain they don’t want an election in the midst of the COVID-19 pandemic but the Conservatives appear to be pursuing a strategy that could give the Liberals justification for calling one.                              https://t.co/xTRQ2LpVrc,2/28/2021 22:38,Month_02 Week 4,2,ottawa federal party leader maintain election midst covid pandemic conservative appear pursue strategy give liberal justification call one,ottawa federal party leader maintain not_want election midst pandemic conservative appear pursue strategy could give liberal justification call one
