Tweet Id,text,date,Week,Month,text_clean_textual,text_clean_sentiment
1.38E+18,"Ontario opposition, Councillors question K2V (Ottawa) included on list of COVID-19 postal code hot spots https://t.co/2KDekMkBgB",4/14/2021 23:57,Month_04 Week 2,4,ontario opposition councillor question ottawa include list covid postal code hot spot,ontario opposition councillor question ottawa include list postal code hot spot
1.38E+18,"Ontario sees vaccine supply issues, Ottawa keeps AstraZeneca on the market https://t.co/5de5D7EHFh",4/14/2021 23:46,Month_04 Week 2,4,ontario see vaccine supply issue ottawa keep astrazeneca market,ontario see vaccine supply issue ottawa keep astrazeneca market
1.38E+18,@ImpairedCRONIC @glen_mcgregor Which has nothing to do with the point Ottawa can very easily step in and take over the vaccine rollout whenever it wants legally.,4/14/2021 23:45,Month_04 Week 2,4,nothing point ottawa easily step take vaccine rollout legally,nothing with point ottawa can very easily step take over vaccine rollout whenever want legally
1.38E+18,"What we heard today from @OttawaHealth: this is unlike what we’ve been through before. On March 18, 24 patients were admitted to #Ottawa hospitals w/ COVID. As of April 11: 96. That # is expected to reach 200 next week &amp; potentially 400 w/ 120 patients in ICU, if trend continues. https://t.co/cWfDBuYc9L",4/14/2021 23:43,Month_04 Week 2,4,heard today unlike weve patient admit hospital covid expect reach next amp potentially patient icu trend continue,what heard today unlike what patient admit hospital expect reach next week amp potentially patient icu trend continue
1.38E+18,Ottawa's COVID situation ‘the worst that it’s been to date’ https://t.co/xSdi2hVU0n,4/14/2021 23:41,Month_04 Week 2,4,ottawa covid situation bad date,ottawa situation bad date
1.38E+18,"He really does need the work from home collection !
Liberal MP caught stark naked during House of Commons video conference 
https://t.co/qSAD0ao4l8 via @CTVNews 

#jmflavors #pandemic #CanadianParliament #Ottawa #online #officeattire #surprise #newbraveworld #Quebec #working https://t.co/8qJcJiwX4g",4/14/2021 23:37,Month_04 Week 2,4,really need work home collection liberal caught stark naked house common video conference via,really need work home collection liberal caught stark naked house common video conference via
1.38E+18,"Owen is joyful &amp; resilient! After a failed newborn screening test for hearing brought him to #CHEO, his first yr of life was spent in search of a diagnosis, visiting specialists all over Ottawa. Our #1door4care hub will mean better access to care for Owen: https://t.co/tgvdQaLAKm https://t.co/0aLI6DXqCp",4/14/2021 23:30,Month_04 Week 2,4,owen joyful amp resilient fail newborn screen test hearing brought first life spent search diagnosis visit specialist ottawa hub mean well access care owen,owen joyful amp resilient fail newborn screen test hearing brought first life spent search diagnosis visit specialist over ottawa hub will mean well access care owen
1.38E+18,@JohnMcEwen21 @EdTubb Toronto has only been out since the 7th.  TDSB  kids and staff are still receiving outbreak notices from tph as contacts from the Tuesday after Easter are turning up covid positive.  I think Ottawa was in school even longer?,4/14/2021 23:19,Month_04 Week 2,4,toronto tdsb kid staff still receive outbreak notice tph contact tuesday easter turn covid positive think ottawa school even longer,toronto only out since tdsb kid staff still receive outbreak notice tph contact tuesday easter turn positive think ottawa school even longer
1.38E+18,@kinsellawarren I did that 8 years ago and have never looked back. Went a little further down the road to beautiful @KingstonON. I am so glad I’m living here and not in TO or my hometown of Ottawa during the pandemic—less crowded and easier access to nature.,4/14/2021 23:11,Month_04 Week 2,4,year ago never look back little far road beautiful glad living hometown ottawa pandemicless crowd easy access nature,year ago never look back little far down road beautiful glad living not_in hometown ottawa pandemic less crowd easy access nature
1.38E+18,"@TheMemeticist Our system is not set up to deal well with a pandemic and nobody has had the cojones to change it so that it would work better. Even now, the premiers of the provinces in most trouble blame Ottawa - I don't see them letting Ottawa take charge.",4/14/2021 23:06,Month_04 Week 2,4,system set deal well pandemic nobody cojones change work well even premier province trouble blame ottawa see ottawa take charge,system not_set deal well with pandemic nobody cojones change would work well even premier province most trouble blame ottawa not_see ottawa take charge
1.38E+18,@IsToffoli i am an essential worker in a jail in Ottawa and not a word of us getting the vaccine.  But if work tell us we have to go in a quarantine cause we were supposedly in contact with a positive case we have to use our own sick time and lose pay.  happy for u you're geting the vaccine,4/14/2021 22:58,Month_04 Week 2,4,essential worker jail ottawa word vaccine work tell quarantine cause supposedly contact positive case use sick time lose pay happy vaccine,essential worker jail ottawa not_a word get vaccine work tell quarantine cause supposedly contact with positive case use sick time lose pay happy get vaccine
1.38E+18,"Ottawa schools to getting nearly $57M to upgrade, protect against COVID-19 https://t.co/BdE5hZypAA This is a great idea #ableg when will #Alberta update &amp; upgrade school infrastructureto ensure kids are safe &amp; protected ?",4/14/2021 22:47,Month_04 Week 2,4,ottawa school nearly upgrade protect covid great idea update amp upgrade school infrastructureto ensure kid safe amp protect,ottawa school get nearly upgrade protect against great idea when will update amp upgrade school infrastructureto ensure kid safe amp protect
1.38E+18,"For audio issues and Q/A section, please refer to their recorded live video on their youtube channel, Ottawa City Council!

#coronavirus #updates #Canada",4/14/2021 22:38,Month_04 Week 2,4,audio issue section please refer record live video youtube channel ottawa city council,audio issue section please refer record live video youtube channel ottawa city council
1.38E+18,"Everyone applying for the city of Ottawa funding due tomorrow. We are almost there. We all need post-trauma community care after this. Unlike COVID, at least we know this trauma is coming to an end tomorrow at 5 pm😹. Sending you all positive vibes ♥️",4/14/2021 22:35,Month_04 Week 2,4,apply city ottawa funding due tomorrow almost need post trauma community care unlike covid least know trauma come end tomorrow send positive vibe,apply city ottawa funding due tomorrow almost need post_trauma community care unlike least know trauma come end tomorrow cat with tear joy send positive vibe heart suit
1.38E+18,"@drewmckevitt Maybe I'm misunderstanding, but this is how I was taught. I had to do this for my driving test. My driving instructor specifically had me practice this because I would have to do it due to the location of the driving test centre. That was in Ottawa, ON Canada 🤷‍♀️",4/14/2021 22:32,Month_04 Week 2,4,misunderstand taught drive test drive instructor specifically practice due location drive test centre ottawa canada,maybe misunderstand taught drive test drive instructor specifically practice would due location drive test centre ottawa canada woman shrug
1.38E+18,"The city of Ottawa is looking to fill a ""gap"" in its COVID-19 vaccine supply following a delay in delivery of Moderna vaccines. #ottnews https://t.co/Eln0r6FNaQ",4/14/2021 22:30,Month_04 Week 2,4,city ottawa look fill gap covid vaccine supply follow delay delivery moderna vaccine,city ottawa look fill gap vaccine supply follow delay delivery moderna vaccine
1.38E+18,No doubt this will be solved by the brave Section 22 order to be issued perhaps this weekend by our MOH that will &lt;checks notes from today's Ottawa city COVID briefing&gt; call on people to wear masks while outdoors in parks. https://t.co/ThM5b9zgPE,4/14/2021 22:24,Month_04 Week 2,4,doubt solve brave section order issue weekend moh check note today ottawa city covid briefing call people wear mask outdoors park,no_doubt will solve brave section order issue perhaps weekend moh will check note today ottawa city briefing call people wear mask outdoors park
1.38E+18,"PRECISELY! Here in Ottawa, if you have a mental health melt down or you are suffering from addiction there is help. If you are stressed &amp; struggling with pain while trying to juggle parenthood &amp; pandemic - U’RE ON YOUR OWN! @mcmasternpc @CanadianPain @OPHA_Ontario @GovCanHealth https://t.co/fVLAlCfhK6",4/14/2021 22:20,Month_04 Week 2,4,precisely ottawa mental health melt suffer addiction help stress amp struggle pain try juggle parenthood amp pandemic ure,precisely ottawa mental health melt down suffer addiction help stress amp struggle with pain try juggle parenthood amp pandemic
1.38E+18,@NGriffin1969 @lanerebecca @PoleWitch @CheriDiNovo Did you ever get an appointment email - I got a call about getting the vaccine on Saturday from an Ottawa hospital but have yet to receive anything regarding an actual appointment yet 😞,4/14/2021 22:17,Month_04 Week 2,4,ever appointment email call vaccine saturday ottawa hospital receive regard actual appointment,ever get appointment email get call get vaccine saturday ottawa hospital yet receive anything regard actual appointment yet disappointed face
1.38E+18,COVID-19 cases in Ottawa back above 300 after one-day dip https://t.co/WRAwoCRWM4 via @ctvottawa,4/14/2021 22:13,Month_04 Week 2,4,covid case ottawa back one dip via,case ottawa back one_day dip via
1.38E+18,Ottawa City Council updates citizen their future plans and current intakes on COVID-19 https://t.co/z1W85QiCti,4/14/2021 22:10,Month_04 Week 2,4,ottawa city council update citizen future plan current intake covid,ottawa city council update citizen future plan current intake
1.38E+18,Ottawa-Centre MPP latest to call for Lecce resignation over handling of schools amid pandemic https://t.co/tFT7dHWibv via @citynewsottawa,4/14/2021 22:02,Month_04 Week 2,4,ottawa centre mpp late call lecce resignation handle school amid pandemic via,ottawa_centre mpp late call lecce resignation over handle school amid pandemic via
1.38E+18,Staff at the Ottawa Hospital are sharing their concerns about the rising number of COVID-19 patients who have been hospitalized in recent days.​  https://t.co/6nkJ5LzMap,4/14/2021 22:00,Month_04 Week 2,4,staff ottawa hospital share concern rise number covid patient hospitalize recent,staff ottawa hospital share concern rise number patient who hospitalize recent day
1.38E+18,"NEW: Delay in Moderna COVID-19 vaccine shipment creating 'gap' in Ottawa's supply, city says  #ottnews 

https://t.co/y8uph8ZNTu",4/14/2021 21:49,Month_04 Week 2,4,new delay moderna covid vaccine shipment create gap ottawa supply city say,new delay moderna vaccine shipment create gap ottawa supply city say
