Tweet Id,text,date,Week,Month,text_clean_textual,text_clean_sentiment
1.37E+18,"COVID-19 cases likely to go up under current red zone restrictions in Ottawa, scientist warns

We are doomed!
 https://t.co/ZhfE2QKyeW",3/21/2021 23:54,Month_03 Week 3,3,covid case likely current red zone restriction ottawa scientist warns doom,case likely under current red zone restriction ottawa scientist warns doom
1.37E+18,"NEW: COVID-19 cases likely to go up under current red zone restrictions in Ottawa, scientist warns #ottnews 

https://t.co/yovaIcCoHB",3/21/2021 23:52,Month_03 Week 3,3,new covid case likely current red zone restriction ottawa scientist warns,new case likely under current red zone restriction ottawa scientist warns
1.37E+18,"The crowning achievement of OPH's sewage PCR analysis is now given, using a new metric ""percent change in 7-day rolling average."" There is a large spike in July. Remind me if there was an outbreak or hospital covid crisis in July in Ottawa. #OttawaPooScience https://t.co/DI5QpyZoSw",3/21/2021 23:47,Month_03 Week 3,3,crown achievement oph sewage pcr analysis give use new metric percent change roll average large spike remind outbreak hospital covid crisis ottawa,crown achievement oph sewage pcr analysis give use new metric percent change day roll average large spike remind outbreak hospital crisis ottawa
1.37E+18,Remember the pandemic has damaged the world economy. Ottawa has to spend billions of dollars to prop up individuals and businesses. Low interest rates are deliberately set to resuscitate an otherwise slower economy. The real estate sector is a beneficiary. https://t.co/78Et5WUx3Y,3/21/2021 23:37,Month_03 Week 3,3,remember pandemic damage world economy ottawa spend billion dollar prop individual business low interest rate deliberately set resuscitate slow economy real estate sector beneficiary,remember pandemic damage world economy ottawa spend billion dollar prop individual business low interest rate deliberately set resuscitate otherwise slow economy real estate sector beneficiary
1.37E+18,"Four more Ottawa schools have COVID-19 outbreaks declared as cases rise among students, staff https://t.co/C0WAePg6Ez",3/21/2021 23:33,Month_03 Week 3,3,four ottawa school covid outbreak declare case rise student staff,four more ottawa school outbreak declare case rise among student staff
1.37E+18,"Four more Ottawa schools have COVID-19 outbreaks declared as cases rise among students, staff https://t.co/kFjmABPrOZ https://t.co/NSKgWrHgr2",3/21/2021 23:33,Month_03 Week 3,3,four ottawa school covid outbreak declare case rise student staff,four more ottawa school outbreak declare case rise among student staff
1.37E+18,"City, Ottawa groups for people with disabilities to address COVID-19 vaccine anxieties in upcoming virtual event https://t.co/j3xLG2gwFy via @citynewsottawa",3/21/2021 23:23,Month_03 Week 3,3,city ottawa group people disability address covid vaccine anxiety upcoming virtual event via,city ottawa group people with disability address vaccine anxiety upcoming virtual event via
1.37E+18,"Kudos to the helpful staff at the City of Ottawa’s COVID vaccine clinic at the Nepean Sportsplex! Everyone was so kind, the system was so efficiently organized and my Mom was very happy to get her first dose! @OttawaHealth https://t.co/xN1xS2lMsp",3/21/2021 23:22,Month_03 Week 3,3,kudos helpful staff city ottawa covid vaccine clinic nepean sportsplex kind system efficiently organize mom happy first dose,kudos helpful staff city ottawa vaccine clinic nepean sportsplex kind system efficiently organize mom very happy get first dose
1.37E+18,"@stevanage99 @Diver_Doc @CBCPolitics @RosieBarton To me it's not about taking sides, but about recognizing and fixing the problem.
I also thank Sputnik V vaccine is at the top of all vaccines, and I want Ottawa to offer it to Canadians.",3/21/2021 23:00,Month_03 Week 3,3,take side recognize fix problem thank sputnik vaccine top vaccine ottawa offer canadian,not_about take side recognize fix problem also thank sputnik vaccine top vaccine want ottawa offer canadian
1.37E+18,@SusanSherring Could be an interesting Sun column.  Ottawa sunshine list and the pandemic . “Who’s in this together “?,3/21/2021 22:54,Month_03 Week 3,3,interest sun column ottawa sunshine list pandemic,could interest sun column ottawa sunshine list pandemic who
1.37E+18,Ottawa Public Health says 86 more people in Ottawa have tested positive for COVID-19 and three more people have died.​  https://t.co/QzyUQIxBfh,3/21/2021 22:30,Month_03 Week 3,3,ottawa public health say people ottawa test positive covid three people die,ottawa public health say more people ottawa test positive three more people die
